,0,1,2,3,4,5,6,7
221,6,6,4,6,6,6,4,6
222,4,7,1,5,0,4,0,4
223,3,1,1,1,0,1,1,1
224,7,5,2,6,2,7,2,6
225,0,4,3,5,7,5,7,7
226,5,4,6,4,6,4,6,6
227,7,5,5,5,0,4,0,4
228,3,7,1,5,1,3,1,1
229,0,4,5,5,6,6,5,5
230,0,6,5,7,7,6,7,7
231,5,4,5,5,5,5,5,5
232,6,3,1,1,1,1,1,1
233,2,1,0,0,6,2,2,0
234,0,2,4,0,3,3,4,0
235,7,2,3,2,2,2,2,2
236,0,6,3,6,0,6,0,6
237,3,5,1,5,6,5,5,5
238,6,3,5,7,3,3,7,7
239,3,6,6,6,4,6,4,6
240,1,5,3,1,6,5,3,3
241,0,0,4,4,1,1,5,5
242,5,0,5,5,4,4,5,5
243,0,4,7,6,3,3,7,7
244,6,2,5,3,4,6,5,6
245,0,5,1,5,1,5,1,1
246,0,7,0,7,5,7,5,7
247,6,2,2,2,3,2,3,2
248,6,6,7,6,7,6,7,6
249,4,0,1,0,7,0,1,0
250,7,1,3,3,3,3,3,3
251,3,7,1,1,4,4,1,5
252,2,5,3,1,2,5,3,1
253,5,1,7,3,1,1,1,1
254,1,3,2,3,6,7,6,7
255,3,4,7,4,3,3,3,3
256,6,6,4,6,5,7,5,7
257,1,0,4,4,4,4,4,4
258,1,6,4,6,2,2,2,6
259,2,2,7,6,3,2,7,6
260,3,4,3,7,6,6,7,6
261,4,4,2,6,1,4,3,6
262,3,3,2,2,3,3,2,2
263,6,0,1,0,3,0,3,1
264,7,3,4,3,1,3,5,3
265,4,0,0,0,6,2,0,0
266,5,3,3,3,5,7,7,3
267,4,4,5,4,1,4,5,4
268,7,3,6,2,7,3,6,2
269,7,6,5,4,7,7,5,5
270,4,3,5,1,6,3,5,3
271,5,4,6,6,3,5,6,6
272,3,4,5,5,1,1,1,1
273,5,1,4,0,4,0,4,0
274,5,7,7,7,3,3,3,3
275,5,6,5,6,0,6,0,6
276,3,6,5,5,7,6,5,5
277,5,2,3,2,4,6,6,6
278,2,3,6,7,4,2,6,6
279,3,0,6,0,0,0,4,0
280,3,1,1,1,2,1,1,1
281,5,7,7,7,4,5,5,5
282,0,1,0,0,1,1,0,1
283,2,6,7,7,4,6,7,7
284,4,0,1,0,1,1,1,1
285,1,3,7,7,6,6,6,6
286,4,7,4,7,0,3,4,7
287,1,6,1,4,5,4,1,4
288,6,2,0,2,4,0,0,0
289,2,0,2,2,7,7,3,3
290,4,1,0,1,4,1,0,1
291,1,2,6,2,3,2,2,2
292,1,0,7,7,4,4,5,5
293,4,6,1,0,0,0,0,0
294,6,2,3,2,7,7,7,3
295,3,0,3,1,6,4,7,3
296,7,0,5,0,7,5,5,5
297,7,5,6,4,4,4,4,4
298,7,3,5,1,1,1,5,1
299,1,2,7,6,1,2,5,6
300,0,7,7,7,3,3,3,7
301,6,1,5,5,0,0,4,4
302,6,1,0,1,0,1,0,1
303,1,3,2,2,2,2,2,2
304,5,5,3,7,0,1,2,3
305,6,4,1,1,5,4,1,1
306,3,2,5,1,1,0,5,1
307,7,6,2,2,6,6,2,2
308,5,3,5,5,7,7,5,5
309,7,0,0,0,5,0,0,0
310,0,5,5,5,1,1,5,5
311,2,3,1,1,2,2,0,0
312,2,1,5,1,3,3,1,1
313,0,1,6,6,6,5,6,6
314,7,5,6,5,2,6,6,6
315,2,6,1,5,7,6,1,5
316,2,2,4,6,0,0,4,4
317,3,7,5,5,5,5,4,4
318,1,1,5,5,0,0,4,4
319,5,3,3,3,6,7,6,7
320,5,6,0,0,6,6,4,4
321,1,3,2,2,1,3,3,3
322,1,6,1,1,0,4,1,1
323,0,4,6,6,6,4,6,6
324,3,5,3,5,3,1,3,1
325,0,2,3,2,7,6,3,2
326,0,0,2,2,0,0,2,2
327,6,7,6,7,4,6,4,6
328,2,0,0,0,4,0,4,0
329,7,5,6,6,1,5,0,4
330,4,0,0,0,5,5,0,0
331,6,7,5,5,0,3,1,5
332,1,0,3,1,5,1,3,1
333,2,4,6,4,2,2,6,6
334,4,6,4,4,5,7,4,4
335,1,2,1,2,7,2,7,2
336,6,6,6,6,4,4,4,4
337,4,2,6,2,7,3,7,3
338,3,3,1,3,3,3,3,3
339,7,7,0,2,4,6,4,6
340,5,5,4,7,5,5,4,5
341,7,2,5,1,5,0,5,1
342,4,7,4,4,0,7,4,4
343,6,2,0,0,5,7,4,4
344,0,7,6,7,6,6,6,6
345,2,1,2,3,5,1,2,3
346,5,5,7,7,0,0,6,4
347,6,7,1,3,2,2,2,3
348,7,2,7,2,4,4,4,6
349,6,0,6,0,3,0,3,0
350,2,1,3,1,7,3,3,3
351,0,5,1,1,3,5,1,1
352,2,7,1,1,5,5,1,5
353,1,0,1,1,0,0,1,1
354,5,2,0,2,1,2,1,2
355,0,6,7,7,5,6,7,7
356,0,0,7,7,4,4,6,6
357,6,6,3,7,2,6,3,3
358,2,1,1,1,6,0,0,0
359,2,4,5,4,3,0,1,1
360,6,2,0,0,2,2,2,2
361,6,7,0,2,6,7,2,2
362,0,5,6,5,4,5,4,5
363,1,0,1,1,2,2,1,0
364,2,4,6,6,6,6,6,6
365,0,0,0,0,5,5,4,0
366,5,7,4,5,3,3,5,5
367,7,3,6,3,4,2,6,6
368,3,0,5,5,3,3,3,3
369,7,2,4,0,1,1,1,1
370,6,2,0,0,4,2,4,0
371,1,0,3,3,2,2,3,3
372,5,2,1,3,5,0,1,1
373,0,7,1,7,1,5,1,5
374,1,0,3,0,1,0,1,0
375,1,1,6,7,2,3,6,7
376,7,0,0,0,3,1,1,0
377,1,2,6,6,6,6,6,6
378,5,6,0,0,5,4,4,4
379,0,7,0,4,6,7,4,4
380,1,6,1,5,4,4,5,5
381,2,7,1,5,1,7,1,5
382,0,1,6,5,6,5,6,5
383,5,1,5,1,5,1,5,1
384,2,1,1,1,3,3,3,3
385,7,1,3,3,6,0,2,2
386,3,2,1,2,3,3,3,3
387,0,0,4,0,4,4,4,4
388,3,3,1,1,6,2,4,0
389,0,2,4,0,3,2,1,2
390,5,7,1,5,1,5,1,5
391,1,3,3,3,7,3,7,3
392,4,1,5,1,0,1,4,1
393,7,0,5,0,6,6,6,4
394,1,6,7,7,5,5,7,7
395,3,0,4,0,1,1,4,0
396,0,3,0,3,5,3,0,3
397,7,2,2,2,6,2,2,2
398,0,3,2,2,1,3,3,3
399,2,2,2,2,6,2,2,2
400,5,1,4,4,1,1,0,0
401,3,4,6,4,6,6,6,6
402,0,2,0,2,4,0,4,0
403,6,2,2,2,6,6,6,6
404,7,6,5,4,3,7,5,7
405,4,0,4,0,3,3,7,1
406,7,6,6,6,3,3,2,2
407,1,7,4,4,0,0,4,4
408,5,6,1,7,3,2,1,3
409,1,3,2,3,0,1,0,2
410,5,2,7,2,4,6,6,6
411,1,6,4,6,0,0,0,0
412,7,0,7,5,2,0,7,4
413,7,7,2,2,5,7,2,2
414,5,0,5,1,5,1,5,1
415,1,5,6,5,6,6,6,6
416,3,0,1,0,2,6,3,2
417,7,2,4,2,2,2,6,2
418,6,4,7,7,4,4,6,4
419,2,2,7,3,4,2,6,2
420,1,5,5,5,2,7,7,7
421,4,5,5,5,1,1,1,5
422,5,6,5,7,4,4,5,5
423,7,0,0,0,3,0,0,0
424,0,3,4,1,0,0,0,0
425,0,1,3,3,0,0,0,0
426,7,5,6,6,4,4,6,6
427,5,5,4,5,5,5,4,5
428,0,6,7,7,3,6,3,7
429,7,6,3,2,5,6,7,6
430,7,4,0,0,2,0,0,0
431,2,6,0,2,1,6,1,0
432,1,2,2,2,6,2,6,2
433,2,1,3,1,0,1,1,1
434,6,3,7,7,7,7,7,7
435,5,0,3,1,5,5,3,1
436,6,3,7,3,4,5,7,7
437,3,1,1,1,6,1,0,1
438,4,6,1,7,5,4,5,5
439,3,1,7,5,7,7,7,7
440,4,6,2,2,6,6,2,2
441,2,2,6,2,7,2,6,2
442,2,0,5,4,4,4,4,4
443,6,4,3,6,7,4,7,6
444,3,2,0,0,7,6,5,4
445,7,0,4,0,1,0,1,0
446,1,2,2,2,3,2,2,2
447,2,5,2,5,4,4,4,4
448,1,3,7,7,4,6,6,7
449,3,1,5,5,0,0,4,4
450,3,1,2,3,0,0,2,2
451,0,6,6,6,2,6,2,6
452,1,5,7,5,2,0,2,4
453,4,5,6,5,0,0,2,0
454,0,7,2,6,4,6,0,6
455,4,3,7,3,5,1,5,3
456,1,1,3,3,4,1,7,3
457,7,0,4,0,7,2,6,2
458,6,6,7,7,4,6,4,6
459,1,1,5,5,5,5,5,5
460,4,3,0,3,0,3,0,1
461,7,6,3,3,6,6,6,6
462,4,3,1,3,5,3,5,1
463,7,6,7,6,5,6,7,7
464,5,6,2,6,4,6,2,6
465,1,2,7,7,3,2,7,7
466,6,2,7,3,6,2,7,3
467,7,1,1,1,3,1,3,1
468,4,0,7,4,1,0,7,4
469,4,1,5,1,5,1,5,1
470,5,4,7,7,1,1,3,3
471,5,7,0,0,4,4,0,0
472,7,1,4,4,7,5,4,4
473,1,3,1,3,1,3,1,1
474,0,6,2,6,5,7,5,6
475,2,6,6,6,2,2,2,2
476,5,3,4,4,1,3,5,5
477,6,6,5,5,6,6,4,4
478,3,5,5,5,0,4,5,5
479,4,3,4,1,7,3,7,3
480,5,1,1,1,1,1,1,1
481,4,5,1,5,5,5,5,5
482,6,6,6,6,5,5,7,7
483,5,1,5,1,3,1,1,1
484,7,7,3,3,7,7,7,7
485,3,2,7,6,3,2,7,6
486,1,7,5,7,6,7,4,7
487,4,0,0,0,2,2,0,0
488,0,4,1,5,7,7,3,7
489,0,4,6,4,3,4,3,6
490,3,0,7,5,4,4,7,4
491,2,6,7,7,7,7,7,7
492,7,6,6,6,2,6,6,6
493,4,3,5,7,0,1,0,1
494,0,3,4,0,1,1,1,1
495,6,5,1,5,6,6,6,7
496,0,5,1,5,4,4,4,5
497,0,7,3,7,4,6,1,7
498,6,6,6,6,3,6,6,6
499,7,6,5,6,2,2,0,6
500,5,6,1,4,7,6,7,6
501,1,2,1,3,3,2,3,3
502,0,5,1,5,7,7,7,7
503,3,2,4,4,2,2,6,6
504,2,7,6,7,0,0,2,2
505,5,3,7,7,5,7,7,7
506,6,7,0,0,5,7,1,1
507,0,3,1,3,1,3,1,1
508,1,0,4,4,5,4,4,4
509,4,5,4,5,2,0,2,0
510,4,0,4,1,4,0,4,0
511,3,7,5,5,1,7,1,5
512,1,5,3,5,5,5,5,5
513,4,4,4,4,2,6,2,6
514,5,7,2,6,1,7,2,6
515,3,4,2,0,5,4,2,4
516,3,3,1,3,0,3,1,1
517,1,0,3,0,3,3,3,3
518,2,0,7,3,0,0,0,0
519,4,4,1,1,1,1,1,1
520,7,1,6,2,7,3,6,2
521,4,3,2,3,2,2,2,2
522,5,7,3,3,0,2,2,2
523,7,0,7,0,4,0,4,0
524,6,5,0,0,5,5,4,5
525,1,4,6,6,2,2,2,2
526,5,6,3,7,6,6,7,6
527,4,6,1,3,1,1,1,1
528,0,1,5,1,0,1,1,1
529,4,1,2,0,5,1,1,1
530,5,0,3,0,0,0,2,0
531,1,6,7,7,5,6,7,7
532,1,5,3,5,3,5,3,5
533,7,6,6,6,5,5,5,7
534,7,0,0,0,6,0,2,0
535,4,0,5,5,4,0,5,5
536,6,5,3,7,1,5,3,5
537,6,6,2,2,6,6,2,6
538,3,0,3,0,3,0,3,1
539,6,1,5,1,5,5,5,5
540,0,5,1,5,2,4,0,4
541,7,6,2,2,4,4,0,0
542,7,7,4,5,5,5,4,5
543,2,6,6,6,6,6,6,6
544,4,7,0,2,0,0,0,2
545,1,7,3,3,1,1,1,3
546,5,3,5,3,1,3,5,3
547,1,7,7,7,3,3,3,3
548,2,3,5,7,1,3,5,7
549,7,5,7,4,0,0,4,4
550,0,4,5,5,2,2,2,0
551,2,1,1,1,6,1,3,1
552,7,4,3,6,3,6,3,6
553,4,6,3,7,3,3,3,3
554,4,7,1,3,0,3,0,3
555,2,3,4,4,7,3,4,5
556,5,5,1,5,7,5,7,5
557,7,4,5,4,6,6,4,4
558,0,0,4,0,1,0,0,0
559,4,7,3,3,1,7,1,3
560,5,7,3,3,3,3,3,3
561,2,2,6,6,4,0,4,4
562,7,2,0,2,2,2,2,2
563,5,7,6,6,1,1,0,2
564,7,6,1,7,7,7,7,7
565,1,5,6,4,1,5,4,4
566,4,2,4,6,0,0,0,0
567,3,5,5,5,1,5,5,5
568,3,2,7,6,0,0,4,6
569,0,4,5,4,0,0,0,4
570,2,3,6,3,3,3,3,3
571,0,0,6,4,6,6,6,6
572,6,5,7,5,2,1,3,1
573,3,3,1,3,5,3,1,3
574,1,6,5,4,1,0,5,4
575,4,2,4,2,1,1,0,0
576,4,2,0,2,2,2,2,2
577,1,5,7,5,3,5,7,5
578,7,6,7,7,6,6,7,7
579,7,2,4,0,5,0,4,0
580,7,7,6,6,6,6,6,6
581,4,0,3,1,1,0,1,1
582,4,5,1,5,5,5,1,5
583,5,4,2,4,3,2,2,2
584,0,1,2,1,1,1,3,1
585,2,5,4,4,0,0,0,4
586,6,2,3,3,7,3,7,3
587,0,1,7,5,2,0,2,0
588,5,5,2,4,3,5,2,5
589,0,7,6,7,5,5,5,5
590,3,3,6,2,4,0,4,0
591,2,2,6,2,7,3,7,7
592,7,5,5,5,0,4,5,5
593,3,2,0,2,6,6,6,2
594,5,7,1,7,3,3,3,3
595,1,2,0,2,5,5,4,4
596,1,1,5,5,1,1,1,1
597,3,7,1,7,4,6,4,6
598,4,4,7,6,3,4,7,6
599,0,2,3,2,3,2,3,2
600,0,0,1,0,4,0,0,0
601,4,5,6,4,2,5,6,4
602,4,5,0,1,1,1,1,1
603,4,1,3,1,2,1,3,3
604,0,1,6,6,0,0,6,6
605,3,6,2,6,5,4,2,6
606,5,7,5,5,1,5,1,5
607,6,4,6,4,5,4,4,4
608,5,3,5,1,2,2,2,2
609,5,0,5,1,6,0,4,0
610,3,4,2,0,0,0,0,0
611,2,0,2,2,7,2,2,2
612,5,4,2,0,3,0,2,0
613,7,3,3,3,4,5,4,5
614,7,5,3,7,3,7,3,7
615,5,4,5,5,2,2,6,6
616,1,3,1,1,1,3,1,1
617,7,4,6,6,4,4,6,4
618,6,6,1,2,1,6,1,0
619,2,6,4,6,3,7,7,6
620,1,5,1,1,0,0,1,1
621,7,3,5,7,4,3,4,7
622,1,1,4,4,5,5,5,5
623,3,6,1,0,2,2,2,2
624,1,3,1,1,1,1,1,1
625,2,1,4,4,4,4,4,4
626,2,4,2,4,7,5,5,5
627,3,6,3,7,4,4,6,6
628,4,3,5,3,0,3,1,3
629,7,0,0,0,7,0,1,0
630,1,1,2,3,1,1,1,1
631,5,7,0,4,1,7,0,4
632,0,0,6,4,0,0,4,4
633,7,7,4,5,6,7,6,6
634,7,3,6,6,3,3,2,3
635,4,3,1,1,5,1,1,1
636,2,6,4,4,6,6,4,4
637,4,2,5,2,5,3,5,3
638,7,1,5,5,2,1,6,5
639,3,1,1,1,7,5,5,5
640,1,3,2,2,1,1,0,2
641,7,2,2,2,5,1,1,2
642,4,0,4,4,4,4,4,4
643,4,4,3,2,4,4,3,2
644,4,6,1,4,1,2,1,0
645,6,4,5,4,4,4,5,4
646,0,6,1,5,1,5,1,5
647,7,3,0,2,7,3,1,3
648,6,6,1,5,3,3,1,1
649,5,2,1,3,0,2,1,2
650,7,6,2,6,4,4,0,6
651,6,1,2,2,1,1,0,0
652,3,4,2,6,4,4,4,4
653,1,5,0,4,2,6,0,4
654,1,3,6,2,4,5,6,6
655,6,4,6,6,0,0,6,4
656,5,2,3,2,3,3,3,3
657,0,4,7,5,5,5,5,5
658,6,4,0,4,5,5,1,4
659,4,1,5,5,2,0,4,0
660,0,0,3,1,3,2,3,3
661,0,0,1,1,1,0,1,1
662,2,7,5,5,1,7,1,5
663,6,4,6,6,6,6,6,6
664,2,1,6,0,3,1,6,0
665,2,2,1,1,6,6,3,3
666,2,6,2,2,2,2,2,2
667,7,6,1,4,3,6,1,4
668,5,0,7,3,6,2,7,2
669,3,1,1,1,1,1,1,1
670,6,5,5,5,6,5,5,5
671,6,3,2,2,4,3,6,2
672,0,6,3,3,4,6,5,7
673,7,6,5,4,7,6,5,6
674,2,0,0,0,1,0,0,0
675,5,3,5,5,1,3,5,5
676,7,0,4,4,6,2,6,6
677,6,7,7,7,5,5,7,7
678,5,7,1,3,5,7,1,3
679,6,1,4,1,7,1,0,1
680,3,1,5,1,5,1,5,1
681,0,4,6,6,3,0,2,6
682,1,7,7,7,6,6,7,7
683,0,1,6,0,4,1,6,4
684,1,4,4,4,4,4,4,4
685,0,0,0,0,6,4,4,0
686,2,6,0,6,1,5,0,0
687,5,7,7,7,3,3,3,3
688,1,7,0,7,6,7,6,7
689,4,1,6,0,7,1,6,2
690,0,5,1,1,4,4,0,0
691,4,4,7,6,0,0,4,4
692,4,6,4,4,4,6,4,4
693,4,5,5,5,4,5,4,5
694,3,0,6,6,3,2,2,2
695,4,4,6,6,3,6,2,6
696,3,0,4,0,1,1,0,0
697,2,1,2,2,4,0,2,2
698,1,1,5,1,7,1,5,1
699,5,4,5,4,6,4,4,4
700,6,4,5,4,6,4,4,4
701,6,6,2,2,1,0,3,2
702,7,0,5,1,4,0,5,4
703,5,3,4,5,7,3,4,7
704,3,2,6,2,3,2,3,2
705,0,2,4,6,5,7,5,7
706,2,0,2,2,0,0,0,0
707,5,7,4,6,6,6,6,6
708,5,6,4,6,5,6,4,6
709,3,4,6,4,7,5,7,5
710,7,3,7,7,1,1,7,7
711,3,5,3,5,3,5,3,5
712,3,3,0,1,0,0,0,0
713,7,1,2,1,3,1,2,3
714,5,6,6,6,7,6,6,6
715,1,5,3,3,3,3,3,3
716,7,6,0,0,7,6,4,4
717,0,1,0,0,2,0,0,0
718,2,2,2,2,5,3,0,2
719,0,4,5,5,5,5,5,5
720,2,7,0,5,7,7,5,5
721,2,4,3,6,7,7,7,7
722,6,3,5,5,6,3,5,5
723,1,0,1,1,4,4,5,4
724,4,5,3,5,0,0,0,0
725,2,1,6,1,2,1,6,3
726,4,4,0,0,7,4,5,4
727,0,2,4,4,7,6,6,6
728,5,3,6,2,1,3,2,3
729,7,3,6,6,6,2,6,6
730,0,6,3,3,1,3,3,3
731,3,6,2,2,5,4,4,4
732,6,7,5,5,6,6,7,7
733,1,5,2,7,6,6,2,6
734,2,2,6,6,6,6,6,6
735,2,3,1,3,2,3,3,3
736,6,6,5,7,3,3,3,3
737,3,5,2,1,4,4,0,0
738,7,0,1,0,3,0,1,0
739,7,6,6,6,0,2,6,6
740,4,2,2,2,0,0,2,2
741,7,7,1,1,1,3,1,1
742,0,1,3,1,4,5,5,5
743,4,6,4,6,0,6,4,6
744,4,4,5,5,2,4,7,5
745,6,3,6,6,0,0,4,2
746,2,1,4,0,2,0,4,0
747,5,5,3,3,1,1,3,3
748,7,3,1,1,6,3,6,3
749,1,4,0,0,1,5,1,1
750,0,0,7,6,3,2,7,2
751,6,5,2,1,0,1,0,1
752,2,3,4,5,4,7,4,5
753,5,7,1,1,7,7,1,3
754,1,6,0,0,0,2,0,0
755,0,2,2,2,0,0,0,0
756,1,6,7,7,3,2,3,3
757,5,5,5,5,6,6,4,5
758,7,5,4,5,6,7,4,5
759,4,3,5,1,4,3,5,5
760,0,5,2,7,4,5,6,7
761,2,6,3,6,1,7,3,7
762,1,5,1,1,7,5,1,1
763,0,4,7,5,3,3,3,3
764,5,6,4,6,5,4,4,4
765,7,7,3,3,6,6,2,2
766,3,5,2,3,3,1,3,3
767,7,3,4,6,5,3,4,4
768,4,5,3,1,5,5,5,5
769,3,7,2,7,3,7,3,7
770,5,2,1,3,4,6,5,2
771,7,5,0,0,4,4,0,0
772,1,7,6,6,3,3,2,2
773,2,6,1,1,3,2,3,3
774,6,6,5,4,5,5,5,5
