,0,1,2,3,4,5,6,7
102,0,7,0,2,7,7,0,3
103,0,1,2,3,3,3,2,3
104,0,1,6,1,3,1,7,3
105,0,4,5,5,3,7,3,5
106,0,0,7,6,3,0,3,3
107,0,7,7,7,0,7,4,7
108,0,5,1,1,1,1,1,1
109,0,3,2,3,4,5,4,4
110,0,0,3,0,1,0,1,0
111,0,0,4,0,6,4,4,4
112,0,6,7,7,6,6,7,7
113,0,4,0,4,1,5,1,0
114,0,3,2,2,1,1,0,1
115,0,3,3,3,0,0,0,3
116,0,1,2,2,2,2,2,2
117,0,2,4,6,5,1,4,4
118,0,7,0,4,6,6,4,4
119,0,6,0,4,6,6,4,6
120,0,2,0,2,0,0,0,0
121,0,0,7,2,5,4,7,7
122,0,0,0,0,7,0,1,0
123,0,7,2,2,1,3,0,2
124,0,7,3,3,2,2,3,3
125,0,3,0,2,5,3,1,1
126,0,0,2,0,2,0,2,2
127,0,6,2,6,1,3,3,3
128,0,1,1,1,4,5,4,5
129,0,3,7,3,3,3,7,3
130,0,2,4,0,4,0,4,4
131,0,5,4,5,7,7,7,7
132,0,4,0,4,4,4,0,4
133,0,4,0,4,5,4,4,4
134,0,3,3,3,2,3,3,3
135,0,3,0,2,5,3,0,1
136,0,0,2,0,5,5,1,0
137,0,0,4,0,3,1,5,0
138,0,4,4,4,4,4,4,4
139,0,7,2,7,6,6,6,6
140,0,4,1,4,7,5,7,5
141,0,2,3,2,2,2,2,2
142,0,2,3,2,0,0,0,0
143,0,5,2,6,4,4,4,4
144,0,5,2,1,2,0,2,2
145,0,1,0,0,6,6,0,0
146,0,6,0,2,3,2,0,2
147,0,0,1,0,6,6,2,0
148,0,3,6,6,1,1,4,7
149,0,7,4,4,3,7,4,5
150,0,1,2,0,6,0,6,0
151,0,1,0,0,1,1,0,0
152,0,7,2,2,0,0,0,0
153,0,0,4,4,5,5,5,4
154,0,7,6,6,6,6,6,6
155,0,5,6,4,2,4,6,4
156,0,1,1,1,1,1,1,1
157,0,0,6,6,3,0,2,2
158,0,3,5,7,7,3,5,7
159,0,1,5,1,4,1,5,5
160,0,4,3,6,6,6,6,6
161,0,7,3,7,4,4,0,6
162,0,2,3,2,2,2,2,2
163,0,0,1,0,0,0,1,0
164,0,6,4,4,1,7,0,4
165,0,5,6,4,6,6,6,6
166,0,5,2,2,2,1,2,2
167,0,7,6,7,1,5,7,7
168,0,1,0,0,3,1,2,1
169,0,5,7,7,5,5,7,5
170,0,0,2,0,0,0,0,0
171,0,3,7,3,1,3,1,3
172,0,2,2,2,4,0,0,0
173,0,2,4,6,7,3,5,6
174,0,3,5,3,5,7,5,7
175,0,7,0,3,1,1,0,1
176,0,1,7,3,5,1,7,1
177,0,4,3,3,5,4,7,7
178,0,7,0,1,3,3,1,3
179,0,3,2,3,1,1,0,1
180,0,7,0,5,0,5,0,1
181,0,0,1,0,7,4,1,1
182,0,4,2,0,3,2,2,2
183,0,0,3,2,3,2,3,3
184,0,5,5,5,0,0,0,0
185,0,7,2,7,4,4,2,6
186,0,7,7,7,1,3,1,3
187,0,7,1,5,2,6,0,7
188,0,1,2,1,1,1,1,1
189,0,2,6,6,2,2,6,2
190,0,5,7,7,1,1,3,1
191,0,7,7,7,6,6,7,7
192,0,1,3,3,1,1,3,1
193,0,3,4,5,1,1,1,1
194,0,5,7,7,0,4,2,4
195,0,7,7,7,4,4,6,7
196,0,3,7,7,4,0,4,7
197,0,0,2,2,6,2,2,2
198,0,4,0,0,5,4,0,4
199,0,6,3,7,1,7,1,7
200,0,7,7,7,1,1,5,7
201,0,1,5,1,7,1,5,1
202,0,5,0,5,5,5,5,5
203,0,5,6,5,1,5,7,5
204,0,3,0,1,5,5,0,1
205,0,2,2,2,5,6,3,2
206,0,4,6,6,1,5,7,4
207,0,5,2,2,1,1,1,1
208,0,7,3,7,1,3,3,3
209,0,5,5,5,3,5,5,5
210,0,6,2,6,2,6,2,2
211,0,1,0,0,5,5,1,1
212,0,3,7,7,6,3,7,7
213,0,0,5,1,0,0,1,0
214,0,6,1,1,6,6,3,7
215,0,7,1,1,7,7,1,5
216,0,5,5,5,6,7,5,5
217,0,2,1,3,6,2,7,2
218,0,0,2,2,1,1,2,0
219,0,4,7,6,4,4,4,4
220,0,7,1,5,1,5,1,1
221,0,4,6,6,7,4,6,6
222,0,1,1,1,4,1,1,1
223,0,4,6,4,4,4,6,4
224,0,7,1,7,2,2,3,3
225,0,2,1,0,4,2,0,0
226,0,6,4,6,3,2,3,6
227,0,7,2,7,6,7,6,6
228,0,4,1,1,4,4,0,0
229,0,4,4,4,6,6,6,4
230,0,6,5,5,4,4,5,4
231,0,4,4,4,0,4,4,4
232,0,2,6,2,7,7,7,6
233,0,1,6,2,6,3,6,2
234,0,2,3,3,3,2,3,3
235,0,4,6,6,2,2,6,6
236,0,4,5,5,0,4,5,5
237,0,4,7,7,2,4,6,6
238,0,2,2,2,1,0,2,2
239,0,3,6,7,4,7,6,7
240,0,7,6,7,5,5,7,7
241,0,4,3,0,7,5,3,7
242,0,6,2,2,5,6,7,6
243,0,1,5,5,2,2,2,2
244,0,5,7,5,5,5,7,5
245,0,0,3,2,7,6,7,7
246,0,7,0,0,3,3,3,3
247,0,1,3,1,5,1,1,1
248,0,1,1,1,0,0,1,1
249,0,4,0,4,0,0,0,0
250,0,2,3,3,6,6,7,3
251,0,6,0,4,3,6,3,2
252,0,4,3,7,1,5,1,5
253,0,4,7,6,3,2,7,7
254,0,1,0,0,4,0,0,0
255,0,1,6,5,4,4,4,4
256,0,2,3,2,5,0,7,3
257,0,7,0,5,0,1,0,0
258,0,3,0,0,1,1,1,1
259,0,1,1,1,1,1,1,1
260,0,3,0,3,0,1,0,0
261,0,1,3,3,0,0,0,1
262,0,5,2,6,7,7,6,6
263,0,3,4,2,2,2,0,2
264,0,2,4,4,0,0,0,0
265,0,4,0,0,4,4,0,4
266,0,0,3,1,1,0,3,1
267,0,1,3,1,6,0,3,1
268,0,3,4,6,3,3,3,3
269,0,4,5,4,0,0,5,4
270,0,4,3,0,4,4,0,0
271,0,4,4,4,0,4,4,4
272,0,3,1,3,0,3,0,3
273,0,5,7,5,3,3,3,3
274,0,3,3,3,1,1,1,1
275,0,4,5,4,4,4,4,4
276,0,6,3,7,3,3,3,3
277,0,1,1,1,1,1,1,1
278,0,7,7,7,7,7,7,7
279,0,1,5,5,7,7,7,5
280,0,5,7,7,1,5,3,5
281,0,1,7,5,7,5,7,7
282,0,3,2,2,1,1,0,2
283,0,5,3,1,4,5,7,5
284,0,2,1,1,5,5,5,1
285,0,5,6,4,2,4,6,4
286,0,0,6,4,3,0,2,0
287,0,1,6,7,0,0,0,0
288,0,6,3,3,6,6,7,7
289,0,2,4,6,6,2,6,6
290,0,0,2,2,6,2,6,2
291,0,4,2,0,2,4,2,2
292,0,1,7,3,3,3,3,3
293,0,0,4,4,2,0,4,4
294,0,4,6,4,1,0,2,0
295,0,6,7,7,1,1,5,7
296,0,3,0,2,7,3,3,3
297,0,3,6,7,2,2,6,6
298,0,1,0,0,3,1,0,1
299,0,7,2,3,3,3,2,3
300,0,7,0,2,6,7,2,6
301,0,0,2,2,7,7,6,2
302,0,2,6,6,4,0,4,6
303,0,3,2,2,0,2,2,2
304,0,7,3,7,7,7,7,7
305,0,7,5,5,2,6,6,7
306,0,5,7,7,4,4,5,5
307,0,5,3,1,4,4,1,5
308,0,4,3,0,1,1,3,1
309,0,7,1,5,0,5,1,5
310,0,2,2,2,7,3,3,2
311,0,6,4,6,5,5,5,5
312,0,1,1,1,1,1,1,1
313,0,0,7,7,7,0,7,7
314,0,5,3,1,6,7,3,3
315,0,2,0,0,5,5,4,0
316,0,7,4,6,2,7,0,6
317,0,2,0,0,1,0,0,0
318,0,6,2,2,4,6,0,6
319,0,3,2,3,3,3,2,3
320,0,3,6,7,7,7,7,7
321,0,5,4,4,5,5,4,4
322,0,6,1,5,2,6,1,2
323,0,5,7,7,4,4,6,5
324,0,5,4,4,2,2,2,4
325,0,6,1,4,5,4,1,5
326,0,1,5,1,2,1,4,1
327,0,5,2,7,7,5,3,7
328,0,0,6,2,0,0,2,0
329,0,7,0,5,2,3,0,0
330,0,0,1,0,1,1,1,1
331,0,1,1,1,1,1,1,1
332,0,3,0,2,3,3,0,2
333,0,6,5,6,2,2,4,6
334,0,6,0,0,3,2,0,0
335,0,3,2,2,0,0,2,2
336,0,6,5,5,6,6,7,7
337,0,7,3,3,0,4,0,3
338,0,6,2,6,0,4,2,6
339,0,3,2,2,2,2,2,2
340,0,3,4,0,0,2,0,0
341,0,6,7,6,4,4,4,4
342,0,2,6,6,7,7,7,7
343,0,0,0,0,2,2,2,0
344,0,4,1,5,5,5,5,5
345,0,0,0,0,4,0,0,0
346,0,2,2,2,6,2,2,2
347,0,3,3,3,0,2,2,2
348,0,2,0,0,7,6,5,0
349,0,0,7,1,1,1,7,1
350,0,4,6,6,7,7,6,6
351,0,4,7,6,3,0,7,6
352,0,3,6,3,1,1,2,3
353,0,7,5,5,6,7,7,7
354,0,5,7,7,4,4,6,5
355,0,6,3,2,0,2,2,2
356,0,1,3,3,0,1,3,1
357,0,4,1,0,6,6,6,4
358,0,5,7,5,1,1,5,5
359,0,7,0,5,3,7,3,3
360,0,3,7,7,0,2,6,7
361,0,1,7,3,7,7,7,7
362,0,4,4,4,0,4,4,4
363,0,2,7,7,0,2,4,2
364,0,3,6,3,3,3,6,3
365,0,2,1,2,3,2,1,3
366,0,5,2,4,7,5,7,5
367,0,1,6,6,0,0,6,2
368,0,2,6,2,0,0,4,0
369,0,7,2,3,6,7,6,6
370,0,4,0,0,2,0,0,0
371,0,1,1,1,7,1,7,1
372,0,2,5,6,2,2,3,2
373,0,3,5,1,2,2,7,3
374,0,3,4,2,1,3,1,3
375,0,3,3,3,2,2,2,3
376,0,6,4,6,3,3,1,6
377,0,0,6,6,6,0,6,6
378,0,2,7,2,6,2,6,6
379,0,6,3,2,7,7,3,7
380,0,1,4,5,6,7,4,5
381,0,5,4,5,1,1,1,1
382,0,6,4,4,1,7,0,4
383,0,5,4,4,1,1,0,0
384,0,1,0,1,2,3,0,0
385,0,3,2,3,3,3,3,3
386,0,3,0,0,4,1,4,0
387,0,5,1,5,4,5,1,5
388,0,0,3,1,6,4,7,3
389,0,0,6,2,2,2,6,2
390,0,3,3,3,7,3,3,3
391,0,2,6,6,5,3,7,7
392,0,7,7,7,5,5,5,5
393,0,5,5,5,7,7,5,5
394,0,3,0,3,0,2,0,0
395,0,3,2,2,0,2,2,2
396,0,7,4,5,7,7,7,7
397,0,2,0,2,7,7,2,2
398,0,1,7,7,1,1,7,7
399,0,7,1,5,1,5,1,5
400,0,5,7,7,4,4,4,4
401,0,6,1,6,4,4,4,4
402,0,7,2,3,4,5,6,7
403,0,1,3,3,2,3,3,3
404,0,7,1,1,3,3,1,1
405,0,6,5,7,7,7,7,7
406,0,5,1,1,6,6,0,4
407,0,7,6,6,2,6,6,6
408,0,7,3,7,4,7,7,7
409,0,5,4,5,0,1,4,4
410,0,2,3,2,4,4,0,2
411,0,1,1,1,0,0,0,0
412,0,0,6,6,2,2,6,2
413,0,4,7,5,0,0,1,0
414,0,6,7,7,1,3,5,7
415,0,5,5,5,6,4,5,5
416,0,7,3,3,6,6,2,6
417,0,5,0,0,3,3,3,1
418,0,5,5,5,5,5,5,5
419,0,7,5,7,2,3,2,3
420,0,4,4,4,1,5,5,4
421,0,0,3,3,7,3,3,3
422,0,0,3,2,4,4,7,6
423,0,6,6,6,1,1,1,6
424,0,0,7,0,7,0,7,1
425,0,5,7,5,0,1,1,1
426,0,2,6,2,4,4,4,4
427,0,5,5,5,3,7,5,5
428,0,6,1,0,7,6,5,6
429,0,4,3,1,4,4,5,4
430,0,5,7,7,2,3,7,7
431,0,6,6,6,4,6,6,6
432,0,7,0,5,3,3,1,1
433,0,4,1,4,3,2,1,0
434,0,5,7,5,7,7,7,7
435,0,0,7,7,0,0,5,0
436,0,3,6,2,2,2,6,2
437,0,4,6,4,5,4,4,4
438,0,6,2,6,7,7,3,7
439,0,3,1,3,1,3,1,1
440,0,0,6,6,1,0,3,0
441,0,3,1,1,2,3,1,1
442,0,5,2,4,1,5,2,4
443,0,6,5,7,0,6,5,4
444,0,3,6,3,0,3,0,2
445,0,4,6,4,5,4,5,4
446,0,7,5,7,0,6,5,5
447,0,6,6,6,4,6,6,6
448,0,2,5,7,0,2,0,2
449,0,3,2,3,7,7,3,3
450,0,0,0,0,6,2,2,2
451,0,1,4,0,1,1,0,0
452,0,6,2,2,6,6,2,6
453,0,5,3,5,6,4,6,5
454,0,0,4,0,7,0,4,0
455,0,1,6,5,4,0,4,4
456,0,5,4,5,7,7,5,5
457,0,1,6,5,0,1,2,0
458,0,0,1,1,1,0,1,1
459,0,7,0,1,6,6,4,4
460,0,6,6,6,4,4,6,6
461,0,6,3,7,0,6,1,2
462,0,2,5,4,3,2,7,3
463,0,4,0,4,7,4,5,4
464,0,2,5,1,2,2,1,1
465,0,5,5,5,5,5,5,5
466,0,2,5,5,0,0,0,0
467,0,4,0,4,4,4,4,4
468,0,5,2,6,7,7,7,7
469,0,4,3,5,1,4,1,5
470,0,7,0,0,5,5,1,1
471,0,2,7,3,3,3,3,3
472,0,2,4,6,3,3,6,6
473,0,4,6,4,1,1,1,5
474,0,1,2,0,5,1,1,1
475,0,0,5,4,2,0,5,0
476,0,1,1,1,6,5,2,1
477,0,3,7,3,1,1,1,3
478,0,2,7,3,5,3,7,3
479,0,6,7,6,0,0,0,4
480,0,0,4,0,4,0,4,4
481,0,6,1,5,2,2,3,3
482,0,5,2,2,4,5,2,4
483,0,2,1,2,3,3,3,3
484,0,7,5,7,0,5,5,5
485,0,3,5,3,1,1,1,1
486,0,1,1,1,0,0,0,0
487,0,6,7,7,5,4,7,7
488,0,1,6,6,7,5,6,6
489,0,5,3,7,0,5,2,1
490,0,6,4,6,5,7,5,7
491,0,2,4,4,5,0,5,4
492,0,1,4,5,7,5,6,5
493,0,3,2,3,4,3,4,2
494,0,5,0,1,4,5,4,4
495,0,1,6,6,6,0,6,6
496,0,7,0,0,5,5,0,1
497,0,4,3,3,6,4,3,3
498,0,0,1,0,0,0,1,0
499,0,6,0,6,2,2,0,2
500,0,3,4,1,1,3,1,1
501,0,7,0,3,1,3,1,3
502,0,2,2,2,1,0,2,2
503,0,6,6,6,1,7,4,6
504,0,7,7,7,6,7,6,7
505,0,6,1,3,5,6,1,3
506,0,0,7,1,1,0,7,1
507,0,5,2,3,1,5,2,1
508,0,3,7,3,3,3,3,3
509,0,7,2,2,6,6,2,2
510,0,3,7,7,1,3,3,3
511,0,6,7,6,4,4,4,4
512,0,2,3,2,2,2,2,2
513,0,2,1,3,3,3,3,3
514,0,2,2,2,0,2,2,2
515,0,4,3,4,0,4,0,4
516,0,6,1,3,4,6,1,4
517,0,7,6,7,3,3,6,7
518,0,6,1,5,0,4,1,1
519,0,7,7,7,6,6,7,7
520,0,5,2,0,0,0,0,0
521,0,1,3,1,5,1,3,1
522,0,6,2,6,6,6,2,6
523,0,3,3,3,3,3,3,3
524,0,1,4,5,0,1,0,1
525,0,6,6,6,3,7,7,7
526,0,0,5,5,2,2,5,1
527,0,6,0,6,0,4,0,4
528,0,6,0,0,3,2,3,2
529,0,0,6,4,2,0,2,2
530,0,6,0,2,4,6,0,4
531,0,0,2,0,5,1,1,0
532,0,5,4,4,7,7,6,5
533,0,6,7,7,3,7,3,7
534,0,1,3,1,3,1,3,3
535,0,2,4,0,7,2,4,2
536,0,0,3,1,6,2,2,2
537,0,0,6,4,1,0,4,0
538,0,1,6,7,3,1,7,7
539,0,6,7,6,0,0,2,6
540,0,7,7,7,3,7,7,7
541,0,6,4,4,4,4,4,4
542,0,7,5,5,2,3,1,5
543,0,3,1,3,3,3,1,3
544,0,0,5,4,3,3,1,1
545,0,4,2,6,2,4,2,2
546,0,4,3,3,4,4,5,5
547,0,0,3,2,3,3,3,3
548,0,5,3,5,4,4,2,4
549,0,7,0,1,4,4,4,4
550,0,2,6,2,0,2,2,2
551,0,4,7,6,0,4,6,6
552,0,4,3,5,2,2,3,3
553,0,2,0,2,7,3,3,2
554,0,1,1,1,6,2,2,1
555,0,3,4,1,1,3,1,1
556,0,2,6,6,6,6,6,6
557,0,1,4,0,7,3,5,1
558,0,7,2,2,0,0,0,2
559,0,5,7,5,3,5,7,5
560,0,5,1,1,0,0,0,1
561,0,6,5,7,0,6,1,5
562,0,0,2,2,3,2,3,2
563,0,7,6,6,3,7,7,7
564,0,5,3,3,4,5,7,5
565,0,7,0,6,6,7,6,6
566,0,2,6,2,3,2,2,2
567,0,1,3,1,3,1,3,1
568,0,7,0,2,0,6,0,0
569,0,1,5,1,2,0,1,1
570,0,2,1,3,4,0,5,0
571,0,2,6,2,6,2,6,2
572,0,7,7,7,3,7,7,7
573,0,4,2,0,0,0,0,0
574,0,1,6,5,6,5,6,4
575,0,0,6,4,5,5,4,4
576,0,7,0,6,2,2,2,2
577,0,1,4,0,2,0,4,0
578,0,6,3,6,5,4,7,7
579,0,5,0,5,0,0,0,0
580,0,4,2,0,2,6,2,2
581,0,7,6,6,0,0,4,6
582,0,0,3,0,3,0,3,0
583,0,0,2,2,7,0,2,2
584,0,4,6,6,4,4,6,4
585,0,7,0,4,1,5,0,1
586,0,0,0,0,1,0,1,0
587,0,0,6,0,4,4,6,4
588,0,4,2,0,3,7,2,2
589,0,3,7,7,6,7,6,7
590,0,4,1,0,1,0,1,0
591,0,4,5,5,1,0,5,5
592,0,4,0,4,7,7,0,4
593,0,4,2,6,6,4,2,6
594,0,4,1,5,4,4,1,5
595,0,7,0,1,6,7,4,4
596,0,5,2,5,1,5,1,5
597,0,7,1,3,3,7,3,3
598,0,7,4,6,0,3,4,4
599,0,5,4,5,6,6,6,6
600,0,4,6,6,6,6,6,6
601,0,4,6,4,6,4,6,4
602,0,7,3,3,2,7,3,3
603,0,6,4,4,0,6,0,4
604,0,3,4,4,1,3,0,1
605,0,2,7,6,0,0,0,2
606,0,4,6,6,6,6,6,6
607,0,5,4,5,0,0,0,0
608,0,2,5,5,0,2,5,4
609,0,7,2,7,0,0,2,2
610,0,4,4,4,5,4,4,4
611,0,2,2,2,5,1,3,3
612,0,2,1,3,0,0,1,1
613,0,7,1,1,0,4,0,0
614,0,3,4,4,5,3,5,5
615,0,0,3,0,1,0,1,1
616,0,3,1,1,3,3,1,3
617,0,3,3,3,3,3,3,3
618,0,0,5,0,2,0,2,0
619,0,0,4,4,7,0,4,4
620,0,0,5,1,5,1,5,5
621,0,7,2,3,7,7,3,7
622,0,3,5,3,4,6,4,4
623,0,7,2,3,7,7,3,7
624,0,3,3,3,1,1,1,3
625,0,4,2,0,5,4,0,4
626,0,7,3,7,3,3,3,3
627,0,3,7,7,4,4,7,7
628,0,5,6,4,4,4,6,4
629,0,6,1,5,6,6,7,6
630,0,0,0,0,3,3,2,2
631,0,4,1,5,5,4,5,5
632,0,1,3,1,3,3,3,3
633,0,7,1,5,0,1,1,1
634,0,2,7,3,3,3,7,3
635,0,5,4,4,7,7,7,7
636,0,5,7,7,0,5,4,5
637,0,2,4,0,3,3,1,2
638,0,5,7,7,6,4,6,7
639,0,0,7,5,2,0,2,0
640,0,1,0,1,7,1,1,1
641,0,2,6,2,0,2,6,2
642,0,2,4,2,1,0,5,0
643,0,4,2,2,1,5,2,2
644,0,7,4,7,4,5,4,5
645,0,4,7,6,6,6,6,6
646,0,5,5,5,2,4,4,4
647,0,0,5,1,0,0,4,0
648,0,0,2,0,5,1,1,0
649,0,4,0,0,0,4,0,0
650,0,0,4,0,3,3,7,3
651,0,4,4,4,2,6,2,6
652,0,0,3,3,7,7,7,3
653,0,2,0,0,4,4,4,0
654,0,2,4,6,6,6,4,6
655,0,5,6,6,0,4,4,4
656,0,0,3,2,6,2,2,2
657,0,2,6,2,1,2,0,2
658,0,0,4,4,0,0,4,4
659,0,2,3,3,7,6,7,7
660,0,0,0,0,2,2,2,0
661,0,3,6,7,0,1,4,6
662,0,6,6,6,0,2,0,6
663,0,1,0,1,3,3,1,1
664,0,6,3,6,2,6,2,2
665,0,3,0,2,0,3,0,2
666,0,4,3,4,7,6,7,7
667,0,1,4,1,1,1,0,1
668,0,2,1,1,0,2,0,0
669,0,5,0,1,5,5,5,5
670,0,4,3,5,5,4,5,5
671,0,2,5,7,4,0,5,4
672,0,7,5,7,3,7,7,7
673,0,6,2,2,6,6,2,2
674,0,0,1,0,1,0,1,0
675,0,6,5,6,1,0,1,4
676,0,1,3,1,5,5,1,1
677,0,0,7,2,1,0,3,1
678,0,1,6,6,4,4,6,6
679,0,6,1,6,7,6,1,7
680,0,4,4,4,1,4,4,4
681,0,7,0,6,5,7,1,5
682,0,3,5,3,4,2,5,3
683,0,5,3,3,2,2,2,2
684,0,7,6,7,6,7,6,6
685,0,7,3,7,4,7,2,7
686,0,0,2,2,7,4,6,2
687,0,3,7,7,5,5,7,7
688,0,1,0,1,0,1,0,1
689,0,6,1,2,0,2,0,0
690,0,2,4,6,7,6,7,6
691,0,2,5,0,6,2,4,4
692,0,5,7,7,2,3,6,7
693,0,1,6,3,3,1,3,3
694,0,2,7,3,4,0,5,4
695,0,6,5,5,4,6,5,5
696,0,5,6,5,0,1,0,4
697,0,7,3,7,3,7,3,7
698,0,7,4,5,7,7,5,7
699,0,0,5,4,1,0,5,4
700,0,4,5,4,6,4,4,4
701,0,0,5,4,4,4,5,4
702,0,1,5,1,3,3,1,1
703,0,6,6,6,3,2,3,6
704,0,7,1,1,3,3,1,3
705,0,2,2,2,6,6,6,2
706,0,6,7,6,4,4,4,6
707,0,5,6,7,2,6,6,6
708,0,6,4,6,5,5,5,4
709,0,4,7,6,2,2,2,2
710,0,1,7,5,7,7,7,7
711,0,3,3,3,1,1,1,3
712,0,5,5,5,5,5,5,5
713,0,2,5,7,7,6,7,7
714,0,1,5,1,6,3,7,5
715,0,4,3,3,5,4,3,7
716,0,3,4,3,0,3,4,2
717,0,3,4,7,3,3,7,7
718,0,2,3,2,1,3,3,3
719,0,3,4,6,1,3,4,4
720,0,2,3,3,7,2,3,3
721,0,1,1,1,0,0,0,0
722,0,6,1,1,5,7,1,1
723,0,6,2,6,3,6,3,6
724,0,3,6,7,4,7,6,7
725,0,2,1,2,2,2,3,2
726,0,2,0,2,4,4,0,0
727,0,4,0,0,4,4,0,0
728,0,4,1,5,1,5,1,1
729,0,1,6,0,3,1,6,1
730,0,2,5,4,4,6,4,4
731,0,0,4,4,6,6,6,4
732,0,3,0,3,5,1,1,1
733,0,5,2,7,3,7,3,7
734,0,0,1,0,6,2,5,0
735,0,2,6,2,7,3,7,3
736,0,2,1,2,6,2,2,2
737,0,7,7,7,5,5,7,7
738,0,7,4,7,2,7,6,6
739,0,2,3,3,4,4,5,6
740,0,6,1,7,3,3,3,3
741,0,7,0,3,4,7,0,5
742,0,5,2,2,6,7,2,2
743,0,7,3,7,2,2,2,2
744,0,2,3,3,6,6,7,3
745,0,7,7,7,7,7,7,7
746,0,7,7,7,0,1,7,7
747,0,1,6,1,5,1,5,5
748,0,7,4,5,7,7,5,5
749,0,3,5,1,5,5,5,5
750,0,2,0,2,4,2,0,2
751,0,4,2,2,6,6,6,6
752,0,0,3,3,7,7,3,3
753,0,1,5,5,5,5,5,5
754,0,2,2,2,1,1,3,3
755,0,3,0,1,7,7,4,3
756,0,3,1,1,1,3,1,1
757,0,2,3,3,5,5,5,7
758,0,0,6,2,7,3,6,2
759,0,1,5,5,2,0,6,0
760,0,0,5,4,5,4,5,4
761,0,4,1,1,6,4,5,4
762,0,2,4,0,2,2,6,2
763,0,5,1,5,2,3,1,1
764,0,1,6,1,1,1,1,1
765,0,3,1,1,0,2,1,1
766,0,0,5,1,2,0,4,0
767,0,2,4,2,2,2,6,2
768,0,4,0,4,4,4,0,4
769,0,0,6,6,2,0,6,6
770,0,0,0,0,1,0,1,0
771,0,2,5,0,4,0,5,4
772,0,2,3,3,6,2,7,2
773,0,0,0,0,6,6,6,6
774,0,4,5,5,4,4,5,4
