,0,1,2,3,4,5,6,7
55,6,7,0,3,6,7,0,6
56,4,7,7,7,2,7,7,7
57,0,2,3,2,5,0,5,2
58,0,6,6,6,3,7,7,6
59,6,3,1,1,4,5,5,5
60,0,1,0,0,1,1,0,1
61,7,2,0,2,0,2,0,2
62,2,7,2,7,5,5,3,7
63,2,2,4,2,6,2,6,6
64,0,4,0,4,2,0,2,0
65,4,2,3,3,0,0,0,2
66,1,1,0,1,7,3,3,1
67,4,7,7,7,2,6,6,6
68,1,5,2,0,5,5,3,5
69,0,2,5,4,3,2,5,0
70,6,1,1,1,2,0,2,1
71,6,1,6,7,4,4,6,4
72,5,5,1,1,7,7,7,7
73,2,2,3,2,3,3,3,3
74,6,7,0,2,6,7,6,6
75,4,5,7,7,7,7,7,7
76,4,6,5,5,7,7,5,7
77,4,1,6,2,7,3,6,7
78,5,0,3,3,5,1,1,1
79,0,7,4,5,1,3,1,5
80,4,2,0,0,2,2,0,2
81,1,7,3,3,7,7,7,7
82,0,2,0,2,2,2,2,2
83,2,4,6,4,0,0,0,0
84,0,0,6,0,2,2,2,2
85,3,1,0,0,2,2,0,0
86,5,3,0,0,1,3,0,0
87,5,7,3,3,2,2,3,3
88,0,5,7,5,5,5,5,5
89,5,1,6,2,7,7,6,7
90,3,6,6,6,7,7,6,6
91,1,3,3,3,4,3,3,3
92,2,2,0,0,3,2,0,2
93,3,7,5,7,4,6,4,4
94,2,7,2,6,7,7,6,7
95,5,2,5,4,6,6,6,6
96,0,4,5,4,3,2,3,7
97,4,6,1,0,5,6,5,5
98,2,3,2,3,5,7,5,7
99,6,2,7,3,4,0,7,2
100,5,3,0,1,4,3,0,0
101,4,1,0,1,2,0,0,0
102,2,1,0,1,3,3,3,1
103,3,0,7,2,3,1,7,3
104,5,1,7,5,0,0,0,0
105,7,3,0,1,1,1,1,1
106,1,0,3,2,0,0,2,0
107,6,5,7,5,4,5,5,5
108,5,0,0,0,1,0,0,0
109,6,5,4,5,5,5,5,5
110,5,1,5,5,2,0,6,1
111,5,3,0,1,1,1,1,1
112,0,6,6,6,5,6,4,6
113,5,3,2,3,2,3,2,3
114,5,3,2,3,2,2,2,2
115,4,0,5,4,3,3,7,5
116,2,0,2,0,0,0,0,0
117,6,7,3,3,6,6,3,7
118,5,2,0,0,3,2,0,0
119,7,3,3,3,4,7,4,3
120,0,2,4,6,0,0,4,0
121,5,6,6,6,1,1,1,3
122,0,7,2,6,1,1,1,1
123,2,7,5,5,4,4,4,5
124,2,2,2,2,7,7,7,6
125,0,6,7,7,4,4,7,7
126,4,6,1,4,3,7,3,3
127,2,5,7,7,3,5,7,7
128,2,3,5,1,6,6,6,7
129,1,0,5,4,0,0,4,4
130,5,3,1,1,6,3,2,3
131,5,7,7,7,4,4,7,7
132,4,7,0,2,0,4,0,0
133,3,3,6,2,6,6,6,6
134,5,1,4,5,7,1,7,5
135,4,2,7,2,5,6,5,7
136,1,1,1,1,4,1,4,1
137,6,0,7,5,4,4,5,4
138,6,5,7,5,3,3,3,3
139,0,2,3,2,0,0,1,2
140,6,3,2,3,6,6,6,2
141,7,3,3,3,4,6,6,6
142,6,3,5,5,5,5,5,5
143,1,5,2,6,4,4,2,6
144,4,4,6,4,6,4,6,4
145,1,2,2,2,0,2,2,2
146,7,1,0,1,7,7,7,5
147,0,5,0,4,2,4,2,4
148,7,1,4,4,7,3,6,6
149,2,5,0,1,6,5,1,5
150,3,4,5,4,4,4,4,4
151,4,6,7,6,6,6,6,6
152,0,5,2,2,2,5,2,2
153,7,1,1,1,2,1,1,1
154,5,5,4,5,2,4,0,4
155,6,7,4,6,7,7,6,7
156,7,2,0,0,0,0,0,0
157,1,0,1,1,5,0,1,1
158,7,2,2,2,4,2,2,2
159,0,4,0,4,1,0,1,0
160,3,4,2,0,4,4,2,4
161,6,6,2,6,2,6,2,6
162,5,0,3,2,0,0,2,0
163,6,0,4,0,7,2,6,0
164,7,6,6,6,1,0,3,2
165,5,1,2,3,6,5,6,6
166,4,5,6,6,4,4,4,4
167,4,4,3,1,4,4,1,1
168,2,3,4,0,0,0,0,0
169,0,5,7,7,7,5,7,7
170,4,5,3,3,5,5,1,5
171,4,6,1,3,6,6,4,6
172,4,6,3,2,3,7,3,3
173,4,1,4,5,3,3,5,1
174,7,6,4,4,5,6,5,4
175,4,0,7,2,3,2,3,3
176,2,2,4,2,7,3,7,3
177,5,5,1,5,4,4,5,5
178,5,3,5,5,1,1,5,1
179,4,3,6,3,6,3,6,2
180,4,0,0,0,2,0,2,0
181,4,0,5,5,2,0,1,0
182,6,7,4,5,6,7,6,7
183,7,2,3,2,5,1,5,1
184,0,4,5,4,7,5,5,5
185,5,3,2,3,7,7,6,3
186,3,0,0,0,3,2,2,0
187,7,1,1,1,4,5,5,1
188,4,4,5,4,6,4,4,4
189,5,4,4,4,7,4,7,4
190,2,2,0,2,4,2,0,0
191,2,0,0,0,7,0,4,0
192,1,7,6,6,1,5,7,7
193,0,4,1,5,6,4,3,5
194,7,2,3,2,7,3,3,3
195,4,4,0,4,1,5,1,1
196,1,4,4,4,0,4,4,4
197,6,6,6,6,6,6,6,6
198,4,7,5,5,2,3,1,1
199,3,4,3,5,3,5,3,7
200,1,6,1,0,6,6,0,4
201,1,6,0,0,1,4,1,0
202,4,1,6,0,1,1,6,1
203,7,2,5,5,1,1,5,5
204,5,4,7,5,3,3,3,3
205,0,1,2,1,6,0,6,0
206,1,2,0,0,2,2,0,0
207,5,7,7,7,4,6,6,6
208,5,6,5,4,5,4,5,5
209,6,1,0,1,0,1,0,0
210,3,6,7,6,5,4,5,7
211,0,2,1,3,4,0,5,0
212,6,5,5,5,2,0,0,4
213,4,5,4,4,4,4,4,4
214,3,0,3,3,7,7,7,7
215,5,0,3,2,0,0,2,2
216,0,3,0,1,4,3,4,0
217,1,0,5,4,6,2,7,6
218,4,5,7,7,2,7,3,7
219,0,2,7,6,4,4,7,6
220,4,3,4,4,4,0,4,4
221,6,0,7,0,2,0,2,0
222,1,4,5,5,2,2,7,4
223,0,3,5,5,7,7,5,5
224,1,3,6,2,0,0,2,2
225,4,4,7,5,0,0,0,4
226,1,7,2,3,6,6,2,6
227,2,4,0,4,4,4,4,4
228,7,0,1,0,7,4,5,0
229,3,3,3,3,2,2,2,3
230,2,6,6,6,2,2,2,6
231,5,5,7,5,5,5,7,5
232,2,3,3,3,1,3,1,3
233,6,7,3,7,6,7,3,7
234,1,2,4,0,2,2,6,2
235,5,0,4,0,1,1,0,0
236,4,5,0,0,2,3,2,2
237,0,5,2,4,0,0,2,0
238,0,0,3,2,4,0,2,0
239,1,4,1,4,0,0,0,0
240,7,7,6,6,4,4,4,6
241,3,2,2,2,0,2,0,2
242,0,2,0,0,2,2,0,2
243,3,3,5,5,5,1,5,5
244,0,6,3,6,2,6,2,6
245,6,5,7,7,7,7,7,7
246,3,2,2,2,6,2,6,2
247,1,3,7,7,0,2,7,3
248,2,2,2,2,2,2,2,2
249,1,5,3,7,5,5,1,5
250,3,3,3,3,4,5,1,1
251,2,1,2,3,7,7,7,7
252,2,5,4,4,1,5,1,5
253,7,4,7,4,2,0,6,4
254,7,7,5,7,4,7,5,7
255,5,0,5,2,7,3,7,7
256,3,4,4,4,2,2,6,4
257,7,5,6,4,4,4,4,4
258,5,7,7,7,4,6,4,7
259,4,6,0,2,6,6,2,6
260,3,0,6,4,1,0,4,0
261,2,7,5,5,2,3,5,7
262,3,1,0,0,2,2,2,0
263,7,1,5,5,7,1,5,5
264,1,2,0,2,3,2,3,2
265,6,5,3,7,3,7,3,3
266,7,2,1,2,3,2,3,3
267,6,2,3,3,2,2,2,2
268,6,4,1,1,6,6,3,1
269,7,5,0,0,1,5,1,1
270,2,0,0,0,4,0,4,0
271,4,6,6,6,5,5,5,4
272,0,0,0,0,0,0,0,0
273,1,5,2,1,5,5,3,5
274,4,0,6,6,4,4,6,6
275,6,5,1,1,6,5,5,5
276,0,2,7,7,6,6,7,6
277,0,4,6,4,2,6,2,6
278,1,4,1,0,2,2,1,0
279,0,1,0,0,0,1,0,0
280,6,0,6,6,7,6,6,6
281,7,0,6,2,4,4,6,4
282,4,5,6,4,4,4,4,4
283,1,1,6,4,7,5,7,5
284,1,1,3,3,4,1,7,3
285,5,1,1,1,7,1,1,1
286,3,4,2,2,3,3,3,2
287,4,6,3,6,6,6,6,6
288,0,5,7,5,5,5,5,5
289,5,6,5,4,4,6,5,4
290,2,6,5,4,7,6,7,6
291,2,3,2,2,4,3,0,2
292,3,2,2,2,0,2,0,2
293,7,4,2,0,2,4,2,0
294,6,7,6,6,1,7,6,6
295,2,1,3,1,0,1,3,1
296,6,1,2,3,0,0,2,2
297,7,3,0,1,0,1,0,1
298,2,1,6,2,0,0,6,2
299,1,6,0,2,1,2,1,2
300,7,7,1,7,2,6,0,3
301,6,3,0,0,6,2,2,2
302,1,3,6,7,7,7,7,7
303,6,3,0,3,4,2,0,2
304,6,2,2,2,2,2,2,2
305,3,5,6,5,5,5,4,5
306,3,3,3,3,2,2,3,3
307,7,6,4,4,6,6,6,6
308,6,4,2,6,5,5,2,6
309,4,1,1,1,7,7,7,7
310,4,7,0,5,4,5,0,4
311,4,7,3,3,6,6,3,7
312,6,0,1,0,7,7,7,3
313,1,4,5,4,3,2,7,4
314,5,2,0,0,4,0,0,0
315,1,5,1,1,5,5,1,5
316,2,3,6,7,5,7,7,7
317,7,4,2,0,6,4,2,2
318,1,5,5,5,7,5,5,5
319,6,2,2,2,2,2,2,2
320,2,1,7,3,3,3,3,3
321,3,6,3,7,7,7,3,7
322,1,6,5,4,1,1,1,1
323,6,4,5,4,4,4,4,4
324,1,6,1,2,4,6,0,4
325,0,7,6,7,7,7,7,7
326,5,3,5,1,6,2,5,3
327,6,0,0,0,3,3,3,1
328,1,4,5,4,4,4,4,4
329,3,5,4,4,6,6,6,6
330,5,2,1,1,0,2,1,0
331,6,3,5,1,2,3,2,3
332,3,3,3,3,6,6,6,3
333,6,7,7,7,4,6,7,7
334,0,2,3,3,6,2,6,2
335,7,1,0,0,7,1,0,1
336,6,7,0,4,6,7,6,6
337,6,3,2,3,3,3,3,3
338,0,2,4,2,6,6,6,6
339,5,6,0,4,7,6,6,6
340,3,6,6,6,4,4,4,4
341,2,5,1,5,0,4,1,1
342,5,7,5,7,3,7,1,7
343,0,7,0,5,1,5,1,1
344,5,1,2,3,5,5,3,3
345,7,7,2,2,4,6,6,6
346,1,7,7,7,3,3,3,7
347,7,3,2,3,5,3,2,3
348,2,0,3,0,2,0,2,0
349,5,4,6,4,5,4,6,4
350,1,1,4,4,6,6,4,4
351,4,4,0,4,6,4,6,4
352,4,6,4,6,3,6,2,6
353,3,2,1,2,6,6,6,6
354,4,6,3,2,2,2,2,2
355,4,3,5,5,2,2,3,3
356,3,6,5,4,3,2,1,4
357,6,2,0,2,6,2,2,2
358,7,2,0,0,0,0,0,0
359,1,3,4,4,4,0,4,4
360,3,0,6,6,0,0,6,0
361,7,1,6,5,5,1,5,5
362,0,5,1,1,0,5,1,1
363,2,3,2,2,2,2,2,2
364,5,4,4,4,4,4,4,4
365,3,6,6,6,1,1,0,4
366,7,4,1,5,1,5,1,1
367,3,7,1,5,4,5,5,5
368,7,4,6,6,4,4,4,4
369,2,4,2,6,2,2,2,2
370,5,4,3,1,0,0,3,1
371,2,4,2,0,0,0,2,0
372,2,4,0,0,4,4,0,0
373,1,6,6,6,4,6,4,6
374,7,4,7,5,3,1,7,5
375,0,7,2,6,7,7,2,7
376,7,7,1,3,1,5,1,1
377,4,0,3,3,2,2,2,2
378,6,7,3,3,0,7,1,3
379,3,2,3,3,2,2,2,2
380,1,2,1,3,0,0,1,0
381,1,5,1,5,0,5,1,1
382,0,3,1,1,4,2,1,1
383,1,2,7,3,0,0,3,3
384,7,7,1,3,5,5,1,5
385,2,3,4,2,4,4,4,4
386,5,7,7,7,1,3,3,3
387,4,4,5,5,6,4,5,4
388,7,1,5,5,5,5,5,5
389,7,3,4,1,7,3,7,3
390,1,4,5,4,0,4,1,4
391,6,4,7,4,3,3,3,3
392,2,3,5,1,3,3,1,1
393,2,5,1,1,3,1,3,1
394,2,5,5,5,6,7,5,5
395,2,5,2,2,6,7,6,6
396,1,0,4,0,3,3,7,0
397,6,0,5,1,3,3,7,3
398,5,0,7,2,0,0,2,2
399,6,6,1,5,7,7,1,5
400,6,5,5,5,3,7,3,7
401,5,5,1,1,7,5,1,1
402,4,4,4,4,2,0,4,4
403,7,5,5,5,3,7,5,5
404,5,6,2,2,7,6,2,2
405,5,5,7,7,5,5,5,5
406,3,3,7,7,3,3,7,7
407,6,3,7,7,4,2,6,2
408,4,1,1,1,2,0,0,1
409,1,6,1,6,1,2,1,0
410,6,4,6,6,2,0,2,6
411,6,7,2,6,3,7,3,3
412,2,1,1,1,4,5,1,1
413,2,5,4,4,6,5,4,4
414,0,7,4,5,4,4,4,4
415,3,1,5,5,6,1,7,5
416,0,1,2,1,5,1,3,1
417,6,5,4,4,4,4,4,4
418,3,7,2,7,7,7,6,7
419,1,2,7,6,3,2,3,2
420,7,0,4,4,7,4,6,4
421,6,0,7,3,6,6,6,6
422,4,6,0,4,0,2,0,2
423,3,0,7,6,1,0,7,2
424,2,6,6,6,0,6,6,6
425,7,5,2,3,0,1,0,1
426,5,1,3,1,3,3,3,3
427,5,6,5,5,3,7,7,7
428,2,4,2,6,6,4,6,6
429,2,4,3,7,1,5,3,5
430,6,2,6,6,0,2,4,6
431,4,5,3,1,6,5,3,3
432,7,2,7,6,1,2,7,7
433,4,4,4,4,6,4,4,4
434,5,6,4,6,1,7,5,5
435,5,0,7,6,5,4,7,6
436,6,2,1,3,7,3,1,3
437,7,6,2,6,3,7,3,6
438,1,7,1,3,7,7,3,7
439,4,5,7,5,7,5,7,7
440,7,2,1,3,6,2,3,3
441,3,6,2,6,0,6,2,2
442,2,6,5,7,4,6,4,6
443,0,6,4,4,0,2,0,0
444,6,6,4,6,0,4,0,4
445,1,2,0,2,0,0,0,0
446,0,4,6,6,3,3,6,6
447,7,7,6,6,1,1,1,7
448,1,7,6,6,3,3,2,7
449,6,4,7,5,3,4,7,7
450,0,6,7,6,1,4,3,6
451,6,1,4,0,4,0,4,4
452,7,7,0,4,1,7,0,0
453,2,2,5,5,7,6,5,5
454,0,2,5,5,3,3,1,1
455,0,3,3,3,5,3,7,3
456,6,0,6,6,2,2,6,2
457,7,4,2,4,7,4,6,6
458,3,2,2,2,2,2,2,2
459,6,1,4,1,7,1,5,5
460,3,4,0,4,4,4,4,4
461,3,3,4,6,3,3,0,2
462,4,7,7,7,4,4,5,5
463,4,5,7,7,3,7,3,7
464,2,3,0,3,7,7,4,7
465,6,5,4,5,2,6,2,4
466,2,1,1,1,5,1,1,1
467,3,7,7,7,0,4,4,5
468,4,2,2,2,2,2,2,2
469,5,7,4,5,7,7,4,7
470,1,3,4,7,1,1,5,5
471,2,0,0,0,1,0,1,0
472,3,6,1,0,7,7,3,7
473,5,3,4,3,5,3,4,7
474,3,5,7,7,7,7,7,7
475,7,3,7,7,6,7,7,7
476,3,3,2,3,7,7,2,3
477,4,2,0,2,0,0,0,0
478,3,0,6,4,6,6,6,6
479,3,5,0,4,1,5,0,4
480,6,1,3,1,1,1,1,1
481,1,5,2,6,7,7,6,6
482,7,3,3,3,5,1,1,1
483,1,5,2,7,5,5,0,5
484,1,2,4,6,3,2,6,6
485,5,6,3,6,4,4,2,6
486,6,2,3,2,3,2,3,2
487,3,7,7,7,3,7,3,7
488,1,6,7,6,0,0,3,6
489,3,5,2,1,2,5,2,3
490,2,0,6,2,7,1,7,7
491,2,0,4,0,7,0,4,4
492,6,3,6,7,6,7,6,7
493,7,6,1,3,7,7,1,3
494,2,7,7,7,1,7,7,7
495,6,7,4,6,3,7,2,7
496,2,7,0,1,3,3,1,1
497,5,6,6,6,5,5,7,6
498,6,0,0,0,5,5,5,0
499,2,6,0,0,5,5,5,5
500,0,5,2,0,0,4,2,0
501,0,2,2,2,4,4,6,6
502,1,1,1,1,6,6,4,4
503,2,4,6,4,7,6,6,6
504,6,1,2,0,0,0,2,0
505,2,3,1,3,5,1,1,1
506,3,2,0,2,7,7,5,3
507,7,2,7,7,4,6,6,6
508,7,0,2,2,5,1,3,1
509,0,2,3,2,0,0,1,0
510,7,7,7,7,1,3,5,7
511,6,7,6,6,2,3,2,6
512,1,1,3,1,6,4,6,2
513,4,6,4,6,7,6,7,6
514,2,1,1,1,6,2,6,1
515,6,0,7,4,5,4,5,4
516,2,4,2,4,2,6,2,6
517,6,5,7,7,4,5,6,5
518,3,3,0,1,7,7,7,3
519,0,1,7,5,1,1,7,5
520,4,6,4,6,6,6,6,6
521,3,0,5,0,2,2,3,0
522,4,2,1,3,6,6,5,7
523,4,0,6,0,2,0,2,2
524,3,7,1,5,3,7,3,7
525,2,5,2,1,6,6,2,6
526,2,5,2,0,4,4,6,4
527,5,0,1,0,7,6,5,0
528,1,2,5,2,4,0,4,0
529,4,7,7,7,5,5,5,5
530,4,6,4,6,1,0,1,0
531,5,6,2,6,1,5,2,2
532,6,7,0,3,6,7,4,7
533,7,3,7,7,4,7,5,7
534,5,0,0,0,0,0,0,0
535,5,3,3,3,5,5,5,5
536,2,3,6,2,6,2,6,2
537,4,6,4,6,6,6,4,6
538,7,3,0,3,2,3,2,2
539,3,7,4,4,2,3,2,6
540,3,4,6,4,7,4,7,4
541,4,4,1,0,0,0,0,0
542,0,0,1,1,5,1,1,1
543,6,0,7,5,4,4,7,4
544,1,2,5,1,7,3,5,5
545,0,4,4,4,7,4,4,4
546,6,5,2,1,5,5,3,1
547,7,5,7,5,4,4,4,4
548,6,7,1,1,7,7,3,3
549,1,2,2,2,5,1,7,2
550,6,6,7,7,7,7,7,7
551,5,7,1,1,3,7,1,1
552,4,7,2,7,0,3,2,2
553,4,5,4,5,4,5,4,4
554,2,6,4,6,7,7,6,6
555,0,1,0,5,4,5,4,5
556,5,5,7,7,6,7,7,7
557,6,4,4,4,2,4,0,4
558,3,3,5,7,3,3,3,3
559,4,7,1,1,6,7,3,3
560,7,3,0,1,3,3,0,1
561,0,2,5,3,3,2,7,3
562,3,4,3,6,5,5,3,7
563,1,2,7,6,5,6,5,7
564,0,0,2,2,7,1,7,3
565,2,6,2,2,5,4,0,4
566,0,2,2,2,4,0,0,2
567,5,0,5,1,5,5,5,5
568,2,6,4,6,4,4,4,4
569,6,7,5,7,5,7,5,5
570,5,4,6,4,4,4,4,4
571,3,3,0,3,1,3,1,1
572,6,7,4,4,2,3,2,6
573,3,5,1,1,0,1,1,1
574,7,6,7,7,7,7,7,7
575,2,4,1,4,3,6,1,0
576,1,1,1,1,5,1,1,1
577,6,0,2,0,0,0,2,0
578,7,7,6,7,5,5,5,7
579,4,7,0,4,3,3,0,2
580,7,1,4,5,3,3,3,1
581,2,4,2,0,6,6,2,2
582,3,1,2,3,1,1,0,1
583,2,5,2,5,7,5,7,5
584,3,5,1,1,4,5,0,5
585,6,4,0,0,6,4,0,0
586,7,2,7,6,4,4,6,6
587,1,4,0,4,1,5,1,5
588,3,5,4,5,2,1,0,4
589,5,1,2,2,1,1,0,0
590,4,3,0,0,0,3,0,0
591,3,5,4,4,3,7,2,4
592,7,6,1,0,7,6,1,0
593,5,7,7,7,2,3,7,7
594,0,0,4,0,4,0,4,4
595,3,7,0,5,5,5,5,5
596,6,6,1,2,3,2,3,3
597,3,1,6,0,1,1,4,1
598,0,2,4,0,7,6,6,6
599,2,7,6,7,3,3,3,3
600,3,6,1,2,0,6,0,2
601,2,2,6,6,3,3,7,7
602,1,0,0,0,3,2,3,0
603,5,4,3,2,7,5,3,7
604,0,2,2,2,6,2,6,2
605,5,5,6,6,3,3,6,6
606,6,1,1,1,6,6,6,4
607,6,3,3,3,2,3,3,3
608,2,0,2,0,7,4,6,6
609,6,3,5,3,5,3,5,1
610,7,2,1,2,0,0,0,0
611,7,7,4,6,3,7,0,7
612,6,4,1,4,4,4,4,4
613,7,6,4,4,6,6,4,4
614,2,7,4,5,2,2,0,4
615,3,5,7,5,4,4,7,5
616,6,7,1,5,6,7,5,5
617,5,1,7,3,2,0,7,3
618,3,5,5,5,6,5,5,5
619,2,0,3,2,4,4,5,4
620,3,2,0,2,4,2,4,0
621,3,2,6,6,0,2,6,2
622,6,5,3,1,3,1,3,1
623,1,2,2,2,5,2,1,2
624,4,6,4,6,3,6,4,6
625,4,6,4,4,3,3,2,6
626,6,6,0,2,5,7,5,7
627,5,7,6,6,5,5,4,4
628,1,0,2,0,1,0,2,0
629,6,0,2,0,2,2,2,2
630,7,0,2,0,1,1,0,0
631,0,5,4,5,1,5,4,5
632,0,3,2,3,0,1,0,1
633,1,0,6,4,1,0,1,0
634,7,2,1,2,5,4,1,1
635,2,2,4,0,0,0,0,0
636,7,7,3,7,6,7,6,7
637,0,1,6,5,1,1,5,1
638,3,7,4,7,7,7,6,7
639,5,2,7,6,6,6,7,6
640,4,0,7,1,3,3,7,3
641,4,7,6,6,2,2,2,6
642,3,5,0,5,6,5,4,4
643,3,3,1,1,2,3,1,3
644,2,4,6,6,6,4,6,6
645,7,3,7,7,5,7,7,7
646,3,5,5,5,1,1,1,1
647,6,3,7,7,5,5,5,7
648,5,1,3,1,7,7,3,3
649,1,1,3,1,5,1,7,1
650,6,4,7,5,1,5,1,5
651,1,3,1,1,1,1,1,1
652,6,0,6,4,0,0,2,0
653,1,1,5,5,5,5,5,5
654,5,2,2,2,0,0,0,0
655,0,6,2,6,2,6,2,2
656,1,5,6,4,3,1,2,5
657,4,7,1,7,5,7,1,7
658,3,7,7,7,4,4,5,7
659,4,5,4,4,2,2,2,0
660,0,0,4,0,5,0,5,0
661,6,7,4,6,7,7,6,6
662,6,4,3,4,1,0,1,1
663,3,6,3,3,3,2,3,3
664,5,1,7,7,3,3,7,3
665,0,0,3,0,7,4,7,5
666,2,5,7,7,6,6,7,7
667,6,4,4,4,1,4,5,4
668,2,7,5,7,3,7,3,7
669,5,1,7,1,6,5,7,7
670,3,3,3,3,1,3,3,3
671,7,2,1,1,2,2,3,2
672,4,2,5,4,0,0,4,4
673,2,3,3,3,6,7,3,3
674,4,4,3,5,3,3,3,3
675,2,3,3,3,3,3,3,3
676,2,4,5,4,1,5,5,5
677,0,7,7,7,2,2,2,6
678,6,4,0,0,1,1,1,1
679,4,1,6,4,5,5,4,4
680,3,3,2,2,5,7,1,3
681,7,1,0,0,7,1,6,1
682,5,4,6,6,3,2,2,2
683,2,7,1,5,7,7,5,5
684,6,0,0,0,1,1,0,0
685,6,7,6,6,6,7,6,6
686,0,3,1,1,2,2,1,3
687,2,5,5,5,2,1,0,1
688,6,4,7,6,6,6,6,6
689,4,6,0,4,0,4,0,4
690,0,4,5,5,7,6,7,7
691,2,3,7,3,1,1,5,3
692,1,7,4,6,2,2,4,6
693,5,1,6,5,7,1,6,7
694,2,1,1,1,2,0,2,1
695,1,6,1,4,2,6,2,2
696,5,3,4,5,4,5,4,5
697,0,2,7,6,0,0,5,4
698,0,4,4,4,5,5,5,4
699,3,0,5,0,1,1,1,1
700,7,1,4,0,5,1,4,5
701,2,0,5,0,0,0,0,0
702,7,2,3,2,7,2,3,2
703,6,2,1,1,2,2,0,0
704,4,2,4,4,5,5,4,4
705,4,1,3,1,6,4,6,5
706,2,3,5,1,7,3,5,1
707,1,6,2,2,4,4,0,2
708,2,1,7,5,3,1,3,1
709,2,4,2,4,6,6,2,6
710,2,1,7,1,2,1,3,3
711,0,1,4,4,0,1,0,0
712,1,7,1,1,0,0,0,1
713,1,6,3,3,0,4,0,2
714,3,0,1,1,7,5,7,1
715,0,4,5,5,6,4,6,4
716,6,1,3,1,3,3,3,3
717,3,5,3,1,5,5,1,1
718,2,6,5,5,3,2,1,3
719,3,2,5,2,3,3,5,3
720,5,4,1,1,7,7,3,3
721,1,1,7,1,4,1,5,5
722,5,4,2,6,6,6,6,6
723,1,3,1,1,0,3,0,1
724,2,7,4,6,6,7,4,6
725,7,7,4,7,1,7,1,5
726,1,5,6,7,0,0,2,2
727,7,0,6,0,6,6,6,6
728,2,1,6,1,2,2,6,2
729,6,0,0,0,1,0,0,0
730,7,7,7,7,6,6,6,6
731,3,5,4,5,6,5,4,5
732,0,2,0,0,7,6,4,2
733,4,1,2,0,1,1,0,0
734,3,7,3,7,6,7,2,7
735,4,6,4,6,6,6,4,6
736,1,2,6,6,0,2,2,2
737,4,6,0,0,5,7,1,5
738,3,1,4,1,7,7,5,5
739,0,7,1,1,3,7,3,3
740,2,4,6,6,6,4,6,6
741,6,7,1,1,1,3,1,1
742,2,2,4,6,1,1,5,4
743,7,2,3,3,4,4,6,6
744,3,3,4,5,5,5,4,5
745,3,2,6,2,4,0,4,4
746,0,0,3,3,5,0,1,1
747,6,7,2,6,1,5,0,4
748,5,1,7,1,3,1,3,1
749,6,4,6,6,6,6,6,6
750,0,5,0,1,4,5,4,4
751,2,5,5,5,4,5,5,5
752,4,2,5,6,6,6,7,6
753,3,6,0,0,5,5,5,4
754,3,0,3,3,7,7,3,3
755,7,7,7,7,2,3,3,3
756,6,5,6,5,6,5,6,4
757,7,7,6,6,7,7,6,7
758,3,3,2,2,5,3,3,3
759,3,5,7,7,4,5,6,5
760,2,2,4,6,0,0,0,0
761,7,7,6,6,1,7,2,6
762,5,0,5,5,1,1,5,5
763,7,5,0,1,5,5,0,5
764,6,6,0,4,3,2,3,2
765,7,3,0,1,4,4,4,0
766,4,5,5,5,0,0,5,5
767,4,0,7,1,2,2,2,2
768,3,6,3,6,3,2,3,2
769,6,6,7,7,5,5,7,7
770,5,2,6,6,2,2,6,2
771,0,3,4,0,1,1,0,1
772,3,5,5,5,1,1,5,5
773,7,5,5,5,4,4,4,4
774,6,7,0,3,1,3,1,1
